#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B027D8
#Date Time: 2023-04-14 15:04:50.598
#Start: 8000 Hz
#Stop: 10 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.47316 V
#Offset: 0.000111453 V
#Relative: no
#Channel: Channel 2
#Range: 5.4696 V
#Offset: 0.000228279 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,-0.1727985903594454,-70.43073985751832,-150.5943433187803
49.95,-0.007374836602851491,-56.13335449186288,-117.1228201014655
89.90000000000001,-0.000870893387684418,-50.92379203768151,-124.2620797082137
129.85,0.0005200001020670186,-47.73208416595271,-90.51600259499371
169.8,0.00142283026526564,-45.35231157370287,-9.133176720226999
209.75,0.00124254744044376,-43.49574357871278,-1.920336307460921
249.7,0.001964546497892775,-41.97313231398874,56.92482210236174
289.65,0.00222604955303074,-40.68795116629046,110.6474263441338
329.6,0.001503632998621166,-39.53798385604512,154.0806231858684
369.5500000000001,0.002813106331687661,-38.54848072210356,179.4357902120379
409.5000000000001,0.002149060644978788,-37.64975552367883,-136.5488650747863
449.45,0.002018290965801196,-36.85977469960793,-97.21948769347046
489.4000000000001,0.002083429316819564,-36.0854715635171,-54.77032183896826
529.35,0.002165132779986831,-35.37221798178058,-8.881437340989011
569.3000000000001,0.00161241397849478,-34.73853032651284,30.89480105347972
609.2500000000001,0.002114238457389028,-34.07688458256735,70.95108462323184
649.2,0.0009959253998026657,-33.47954210614961,111.4805745014781
689.1500000000001,0.002496662240698539,-32.96174374004593,153.4606787697718
729.1000000000001,0.002238145749063073,-32.39895015389887,-165.7175998599465
769.0500000000002,0.00214560040673325,-31.94373746412434,-125.5326390075492
809.0000000000001,0.001044958144092737,-31.5180552167826,-84.34701206740476
848.9500000000002,0.001681858289902384,-31.05044422196083,-43.53571336092261
888.9000000000001,0.001097938587323375,-30.63703397219448,-2.385459352861607
928.8500000000001,0.0005094568588198216,-30.18745623661684,38.6430318106389
968.8000000000002,0.0006033033316316672,-29.78254608571064,79.89387971167858
1008.75,0.001248788642545052,-29.40093158494694,120.7521637584467
1048.7,0.0005875566889734385,-29.0351618049866,161.8132552720058
1088.65,0.0001631154796061967,-28.66833923416304,-157.1226248197697
1128.6,0.0005505058622264762,-28.30596497194713,-116.4021830168756
1168.55,0.0004377526727931741,-27.9922868024497,-75.41340722564998
1208.5,0.001183894902602119,-27.630927993683,-34.56928083907509
1248.45,0.001617517526795375,-27.27549449666968,6.843183531774287
1288.4,0.00048990435091533,-26.95200587014094,47.80895481343002
1328.35,0.0005652967341446703,-26.63728928299659,88.89297504642725
1368.3,-0.0008510114362611286,-26.33007557097178,129.9244254235354
